street,number_odd_from,number_odd_to,number_even_from,number_even_to,district_nr,district_name,zip,vote_district_id,local_election_district_id,landtag_election_district_id,bundestag_election_district_id
Kapellenstr. (Rondorf),1,27b,,,206,Rondorf,50997,20602,15,13,94
Kapellenstr. (Rondorf),29,123,2,110,206,Rondorf,50997,20601,15,13,94
Kapellenweg,1,1,4,4,606,Pesch,50767,60606,28,16,95
Kapitelstr.,1,23,4,26,802,Kalk,51103,80206,42,18,93
Kappelsweg,1,37,,,405,Bocklemünd/Mengenich,50829,40501,25,15,95
Kapuzinerstr.,1,3,,,505,Weidenpesch,50737,50507,34,16,95
Kapuzinerstr.,5,7,2,22,505,Weidenpesch,50737,50509,34,16,95
Kardinal-Frings-Str.,1,7,2,12,103,Altstadt/Nord,50668,10313,04,18,93
Kardinal-Höffner-Platz,1,1,,,103,Altstadt/Nord,50667,10304,04,18,93
Kardorfer Str.,1,45,,,204,Raderthal,50968,20401,12,13,94
Karinweg,,,2,8,702,Westhoven,51149,70205,07,17,93
Karl-Arnold-Str.,1,57,2,36,809,Neubrück,51109,80906,45,18,93
Karl-Band-Platz,,,,,103,Altstadt/Nord,50668,10306,04,18,93
Karl-Begas-Str.,1,3,2,26,301,Klettenberg,50939,30101,16,14,94
Karl-Benz-Str.,1,11,2,10,403,Bickendorf,50827,40302,25,15,95
Karl-Berbuer-Platz,1,9,2,6,101,Altstadt/Süd,50678,10107,01,13,94
Karl-Bosch-Str.,1,29,2,18,403,Bickendorf,50827,40302,25,15,95
Karl-Bosch-Str.,31,33,,,403,Bickendorf,50827,40301,25,15,95
Karl-Höher-Str.,1,47,2,70,904,Holweide,51067,90412,40,19,101
Karl-Hüntemann-Weg,,,2,14,808,Rath/Heumar,51107,80806,41,17,93
Karl-Kaulen-Str.,3,37a,2,58,308,Lövenich,50859,30803,21,14,94
Karl-Korn-Str.,1,9,,,101,Altstadt/Süd,50678,10113,01,13,94
Karl-Korn-Str.,,,2,18,101,Altstadt/Süd,50678,10112,01,13,94
Karl-Küpper-Platz,,,,,103,Altstadt/Nord,50667,10304,04,18,93
Karl-Marx-Allee,1,71,2,48,603,Seeberg,50769,60306,26,16,95
Karl-Marx-Allee,73,85,72,76,603,Seeberg,50769,60305,26,16,95
Karlrobert-Kreiten-Str.,1,75,2,76,406,Ossendorf,50827,40603,24,15,95
Karl-Schüßler-Str.,1,1,2,12,808,Rath/Heumar,51107,80806,41,17,93
Karl-Schwering-Platz,1,5,2,6,303,Lindenthal,50931,30325,19,14,94
Karl-Siebert-Str.,1,11,2,18,905,Dellbrück,51069,90506,39,19,101
Karlsruher Str.,,,2,30,902,Buchforst,51065,90204,35,19,101
Karlstr.,7,25,24,48,105,Deutz,50679,10502,06,18,93
Karlstr. (Porz),,,6,32,706,Porz,51143,70605,11,17,93
Karlstr. (Rodenkirchen),5,15,2,28a,208,Rodenkirchen,50996,20804,12,13,94
Karl-Theodor-Str.,1,11,2,16,901,Mülheim,51063,90103,36,19,101
Karl-Winkler-Weg,,,,,305,Müngersdorf,50933,30505,20,14,94
Kärntner Weg,1,3,2,6,306,Junkersdorf,50858,30605,20,14,94
Karolingerring,1,31,2,40,102,Neustadt/Süd,50678,10214,02,13,94
Kartäusergasse,5,11,2,38,101,Altstadt/Süd,50678,10107,01,13,94
Kartäuserhof,1,45,2,52,101,Altstadt/Süd,50678,10111,01,13,94
Kartäuserwall,1,37,2,20,101,Altstadt/Süd,50678,10111,01,13,94
Kartäuserwall,,,30,40,101,Altstadt/Süd,50676,10107,01,13,94
Kartäuserwall,45,65,22,28e,101,Altstadt/Süd,50678,10107,01,13,94
Kasemattenstr.,1,5,2,20,105,Deutz,50679,10501,06,18,93
Kasernenstr.,5,15,2,14,802,Kalk,51103,80205,42,18,93
Kasinostr.,1,7,2,10,101,Altstadt/Süd,50676,10120,06,13,94
Kaspar-Düppes-Str.,1,57,2,58,904,Holweide,51067,90403,40,19,101
Kasparstr.,1,17,2,2,104,Neustadt/Nord,50670,10413,05,18,93
Kasparstr.,19,49,4,26,104,Neustadt/Nord,50670,10414,05,18,93
Kasparstr. (Porz),1,65,10,92,706,Porz,51149,70602,08,17,93
Kasselberger Weg,3,3,2,16,601,Merkenich,50769,60103,29,16,95
Kasselberger Weg,101,181,100,122,601,Merkenich,50769,60102,29,16,95
Kasseler Str.,1,27,2,28,902,Buchforst,51065,90203,35,19,101
Kasseler Weg,73,109,52,108,602,Fühlingen,50769,60202,29,16,95
Kastanienallee,3,29,2,20,202,Marienburg,50968,20203,12,13,94
Kastanienweg,1,29,8,30,707,Urbach,51145,70708,09,17,93
Kastellsgäßchen,,,,,103,Altstadt/Nord,50667,10305,04,18,93
Kästnerstr.,1,87,2,84,606,Pesch,50767,60604,28,16,95
Katharina-Henot-Str.,1,7,2,10,402,Neuehrenfeld,50823,40201,22,15,95
Katharina-Schauberg-Promenade,,,,,102,Neustadt/Süd,50678,10202,02,13,94
Katharinengraben,5,5,2,4,101,Altstadt/Süd,50678,10108,01,13,94
Katharinenhof,1,5,2,8,101,Altstadt/Süd,50678,10108,01,13,94
Katharinenkammerweg,,,2,4,905,Dellbrück,51069,90507,39,19,101
Katharinenpforte,,,2,8,703,Ensen,51149,70305,07,17,93
Katharinenstr.,1,9,4,16,211,Godorf,50997,21101,15,13,94
Käthe-Kernchen-Str.,1,71a,2,44,406,Ossendorf,50827,40604,24,15,95
Käthe-Kollwitz-Str. (Esch),1,45,2,34,607,Esch/Auweiler,50765,60706,28,16,95
Käthe-Kollwitz-Str. (Rodenkirchen),1,13,4,16,208,Rodenkirchen,50999,20813,14,13,94
Käthe-Paulus-Str.,,,2,174,406,Ossendorf,50829,40603,24,15,95
Kattenbug,1,1,2,22,103,Altstadt/Nord,50667,10313,04,18,93
Katterbacher Weg,1,3,2,16,906,Höhenhaus,51061,90611,38,19,101
Kattowitzer Str.,29,39,4,34,903,Buchheim,51065,90308,35,19,101
Kattowitzer Str.,41,47,46,60,903,Buchheim,51065,90307,35,19,101
Katzbachweg,,,,,609,Chorweiler,50765,60904,27,16,95
Katzenbuschweg,1,27,10,24,906,Höhenhaus,51061,90609,38,19,101
Katzengasse,1,41,2,38,504,Niehl,50735,50401,30,16,95
Käulchensweg,3,55,2,54,701,Poll,51105,70106,07,17,93
Kaygasse,1,7,2,2,101,Altstadt/Süd,50676,10118,01,13,94
Keimergasse,1,25,2,20,714,Zündorf,51143,71406,11,17,93
Keimesstr.,1,29,2,40,608,Volkhoven/Weiler,50765,60801,26,16,95
Kekulestr.,1,23,2,4,909,Flittard,51061,90906,37,19,101
Kelberger Hof,1,19,2,6,301,Klettenberg,50937,30110,16,14,94
Kelheimer Str.,1,7,2,12,804,Höhenberg,51103,80402,44,18,93
Kellereiweg,1,21,4,28,808,Rath/Heumar,51107,80805,41,17,93
Kellereiweg (Eil),1,35,2,64,705,Eil,51145,70503,08,17,93
Keltenstr.,1,17,4,26,208,Rodenkirchen,50996,20802,12,13,94
Kelvinstr.,1,33,4,24,207,Hahnwald,50996,20701,15,13,94
Kelzenberger Weg,1,47,2,22,604,Heimersdorf,50767,60403,26,16,95
Kemenatenweg,3,15,2,14,711,Wahn,51147,71103,10,17,93
Kempener Str.,1,19,2,12,501,Nippes,50733,50105,32,15,95
Kempener Str.,27,93,18,34,501,Nippes,50733,50109,32,15,95
Kempener Str.,,,36,54,501,Nippes,50733,50110,32,15,95
Kempener Str.,,,86a,92,501,Nippes,50733,50112,32,15,95
Kempener Str.,95,135,56,86,501,Nippes,50733,50111,32,15,95
Kempener Str.,139,147,,,501,Nippes,50733,50106,32,15,95
Kemperbachstr.,1,61,2,62,905,Dellbrück,51069,90511,39,19,101
Kempfelder Str.,17,49,2,38,302,Sülz,50935,30233,17,14,94
Kendenicher Str.,81,87,2,84a,205,Zollstock,50969,20512,13,13,94
Kennedyplatz,1,1,2,2,105,Deutz,50679,10502,06,18,93
Kennedy-Ufer,1,1,2,2,105,Deutz,50679,10502,06,18,93
Kennedy-Ufer,11,11,2a,24,105,Deutz,50679,10501,06,18,93
Keplerstr.,1,51,2,54,401,Ehrenfeld,50823,40105,22,15,95
Kerkrader Str.,,,,,211,Godorf,50997,21101,15,13,94
Kerkrader Str.,,,,,212,Immendorf,50997,21201,15,13,94
Kerkrader Str.,,,,,213,Meschenich,50997,21301,15,13,94
Kermeterstr.,1,21,2,24,303,Lindenthal,50935,30301,18,14,94
Kerpener Str.,1,75,2,30,303,Lindenthal,50937,30303,18,14,94
Kerpener Str.,,,32,32,303,Lindenthal,50931,30303,18,14,94
Kerpener Str.,,,34,60,303,Lindenthal,50931,30308,18,14,94
Kerpener Str.,77,113,62,68,303,Lindenthal,50937,30302,18,14,94
Kesselhausstr.,1,1,,,501,Nippes,50733,50106,32,15,95
Kettelerstr.,1,23a,4,26,213,Meschenich,50997,21301,15,13,94
Kettengasse,1,7,2,24,103,Altstadt/Nord,50672,10301,04,18,93
Keupstr.,9,13,2,20,901,Mülheim,51063,90115,36,19,101
Keupstr.,19,123,22,128,901,Mülheim,51063,90114,36,19,101
Keussenstr.,1,21,2,16,303,Lindenthal,50935,30318,18,14,94
Kevelaerer Str.,1,15,2,16,501,Nippes,50733,50125,33,15,95
Kiebitzweg,1,1,,,404,Vogelsang,50829,40401,25,15,95
Kiefernpfad,1,7,,,604,Heimersdorf,50767,60405,26,16,95
Kiefernweg (Grengel),1,29b,2,30,709,Grengel,51147,70903,09,17,93
Kiefernweg (Junkersdorf),1,17,2,10,306,Junkersdorf,50858,30606,20,14,94
Kiefernweg (Pesch),1,23,,,606,Pesch,50767,60606,28,16,95
Kiefernweg (Rodenkirchen),1,67,4,52,208,Rodenkirchen,50999,20814,14,13,94
Kieler Str.,3,35,2,56,901,Mülheim,51065,90110,36,19,101
Kielsweg,1,27,2,38,701,Poll,51105,70110,07,17,93
Kieppemühler Str.,1,29,2,30,903,Buchheim,51065,90306,35,19,101
Kierberger Str.,15,15,2,2,205,Zollstock,50969,20505,13,13,94
Kierberger Str.,19,25,22,24,205,Zollstock,50969,20506,13,13,94
Kierkegaardstr.,1,27,2,14,803,Vingst,51107,80304,43,18,93
Kiesgrubenweg,,,,,207,Hahnwald,50996,20702,15,13,94
Kiesgrubenweg,,,,,212,Immendorf,50997,21101,15,13,94
Kieskaulerweg,11,31,,,806,Merheim,51109,80601,44,17,93
Kieskaulerweg,53,111,6,114,806,Merheim,51109,80604,44,17,93
Kieskaulerweg,141,173,154,170,806,Merheim,51109,80603,44,17,93
Kiesweg,,,2,8,506,Longerich,50739,50614,30,16,95
Kiesweg,25,29,12,14,605,Lindweiler,50767,60501,28,16,95
Kindergartengässchen,,,,,205,Zollstock,50969,20514,13,13,94
Kinkelsmaarweg,1,35,2,30,714,Zündorf,51143,71408,11,17,93
Kinkelstr.,1,21,4,26,303,Lindenthal,50935,30315,18,14,94
Kinzigweg,3,51,8,48,906,Höhenhaus,51061,90603,38,19,101
Kirburger Weg,1,155,2,84,605,Lindweiler,50767,60502,28,16,95
Kirchberger Str.,1,37,4,44,302,Sülz,50935,30233,17,14,94
Kirchenhof,1,5,,,305,Müngersdorf,50933,30502,19,14,94
Kirchenhof,,,2,4,305,Müngersdorf,50933,30503,19,14,94
Kirchgasse,1,5,10,14,903,Buchheim,51065,90305,35,19,101
Kirchgasse (Esch),1,1,6,8,607,Esch/Auweiler,50765,60707,28,16,95
Kirchgasse (Lövenich),1,3,2,2,308,Lövenich,50859,30803,21,14,94
Kirchhoffstr.,1,7,,,902,Buchforst,51065,90202,35,19,101
Kirchnerstr.,1,13,2,2,305,Müngersdorf,50933,30504,20,14,94
Kirchplatz,,,2,6,701,Poll,51105,70111,07,17,93
Kirchplatz (Weiß),1,5,2,2,209,Weiß,50999,20904,14,13,94
Kirchstr.,1,15,2,18,901,Mülheim,51063,90104,36,19,101
Kirchstr. (Rodenkirchen),1,17,2,20,208,Rodenkirchen,50996,20804,12,13,94
Kirchstr. (Zündorf),1,7,2,18,714,Zündorf,51143,71406,11,17,93
Kirchturmstr.,3,17,2,4,901,Mülheim,51063,90104,36,19,101
Kirchweg,1,137,2,138,306,Junkersdorf,50858,30604,20,14,94
Kirschbaumweg,1,23,8,34,207,Hahnwald,50996,20701,15,13,94
Kirschblütenweg,1,7,2,8,208,Rodenkirchen,50996,20801,12,13,94
Kirschgarten,1,19,2,14,209,Weiß,50999,20902,14,13,94
Kirschweg,1,29,2,32,714,Zündorf,51143,71408,11,17,93
Kissinger Str.,,,2,12,804,Höhenberg,51103,80405,44,18,93
Kitschburger Str.,1,13,,,303,Lindenthal,50935,30319,18,14,94
Kitschburger Str.,225,247,222,244,304,Braunsfeld,50933,30407,19,14,94
Kitschburger Str. (Porz),1,3,2,4,712,Lind,51147,71201,10,17,93
Kitschburger Str. (Porz),7,31,6,28f,712,Lind,51147,71202,10,17,93
Kitschburger Str. (Porz),37,87,30,86,710,Wahnheide,51147,71007,10,17,93
Klaprothstr.,,,2,10,902,Buchforst,51065,90201,35,19,101
Klarastr.,1,61,2,46,401,Ehrenfeld,50823,40117,22,15,95
Klarissenweg,1,17,,,505,Weidenpesch,50737,50508,34,16,95
Klarissenweg,,,2,10,505,Weidenpesch,50737,50506,34,16,95
Klausenburg-Str.,1,87,2,26,309,Widdersdorf,50859,30906,21,14,94
Klausenerstr.,1,31,2,30,506,Longerich,50737,50607,30,16,95
Klaus-Mette-Platz,,,,,404,Vogelsang,50829,40404,25,15,95
Kleeweg (Junkersdorf),1,3,2,10,306,Junkersdorf,50858,30604,20,14,94
Kleeweg (Wahn),1,27a,2,18,711,Wahn,51147,71101,10,17,93
Kleiberweg,1,11,2,10,404,Vogelsang,50829,40402,25,15,95
Kleienpfad,3,29,2,14,305,Müngersdorf,50933,30507,20,14,94
Klein Herl,15,17,2,20,903,Buchheim,51067,90301,35,19,101
Kleine Bergergasse,,,,,705,Eil,51145,70504,08,17,93
Kleine Brinkgasse,1,9,4,8,103,Altstadt/Nord,50672,10301,04,18,93
Kleine Budengasse,1,15,,,103,Altstadt/Nord,50667,10304,04,18,93
Kleine Hartwichstr.,1,27,6,32,501,Nippes,50733,50101,32,15,95
Kleine Sandkaul,1,5,,,103,Altstadt/Nord,50667,10304,04,18,93
Kleine Spitzengasse,1,1,,,101,Altstadt/Süd,50676,10102,01,13,94
Kleine Spitzengasse,,,10,10,101,Altstadt/Süd,50676,10101,01,13,94
Kleine Telegraphenstr.,5,5,2,4,101,Altstadt/Süd,50676,10116,03,13,94
Kleine Witschgasse,1,23,8,16,101,Altstadt/Süd,50676,10101,01,13,94
Kleiner Griechenmarkt,9,15,,,101,Altstadt/Süd,50676,10119,01,13,94
Kleiner Griechenmarkt,23,81,20,44,101,Altstadt/Süd,50676,10118,01,13,94
Kleinfeldchensweg,1,59,2,2,807,Brück,51109,80708,41,17,93
Kleinfeldchensweg,,,2a,2a,807,Brück,51109,80709,41,17,93
Kleinfeldchensweg,,,4,14,807,Brück,51109,80708,41,17,93
Kleingarten-Kolonie Sülz,,,,,302,Sülz,50937,30233,17,14,94
Kleingedankstr.,1,11,6,18a,102,Neustadt/Süd,50677,10218,02,13,94
Kleinstr.,3,5,2a,8,701,Poll,51105,70105,07,17,93
Kleistring,1,51,22,34,606,Pesch,50767,60604,28,16,95
Kleistring,,,2,20,606,Pesch,50767,60605,28,16,95
Kleistring,,,36,62,606,Pesch,50767,60605,28,16,95
Kleistring,,,64,92,606,Pesch,50767,60604,28,16,95
Kleiststr.,1,41,2,16,402,Neuehrenfeld,50825,40213,23,15,95
Kleiststr. (Weiden),1,43,2,16,307,Weiden,50859,30706,21,14,94
Klerschweg,1,13,,,201,Bayenthal,50968,20106,12,13,94
Klerschweg,,,2,2,201,Bayenthal,50968,20105,12,13,94
Klettenberggürtel,5,19,2,48,301,Klettenberg,50939,30107,16,14,94
Klettenberggürtel,31,57,50,58,301,Klettenberg,50939,30104,16,14,94
Klettenberggürtel,59,81,60,88,301,Klettenberg,50939,30105,16,14,94
Klingelpütz,1,51,2,30,103,Altstadt/Nord,50670,10313,04,18,93
Klingelpütz,,,54,70,103,Altstadt/Nord,50670,10312,05,18,93
Klingerstr.,1,31,2,12,706,Porz,51143,70606,11,17,93
Klopstockstr.,1,5,4,6a,201,Bayenthal,50968,20103,12,13,94
Klosterfraugasse,,,2,4,505,Weidenpesch,50737,50508,34,16,95
Klosterstr.,1,79e,2,124a,303,Lindenthal,50931,30324,19,14,94
Klosterstr.,99,109,126,130,303,Lindenthal,50931,30326,19,14,94
Klosterstr. (Meschenich),1,19,4,28,213,Meschenich,50997,21301,15,13,94
Klosterweg,15,15,14,26,703,Ensen,51149,70306,07,17,93
Klüsserather Str.,1,11,2,22,205,Zollstock,50969,20511,13,13,94
Klütschgasse,5,17,2,14,405,Bocklemünd/Mengenich,50829,40502,25,15,95
Knapsacker Str.,1,11,2,12,205,Zollstock,50969,20513,13,13,94
Knauffstr.,1,7,4,14,901,Mülheim,51063,90120,37,19,101
Knechtstedener Str.,1,13,2,20,501,Nippes,50733,50103,32,15,95
Knechtstedener Str.,21,21,28,30,501,Nippes,50733,50102,32,15,95
Kniprodestr.,1,31,2,32,903,Buchheim,51067,90304,35,19,101
Knochenbergsweg,1a,5,,,909,Flittard,51061,90904,37,19,101
Koblenzer Str.,1,73,2,74f,201,Bayenthal,50968,20101,12,13,94
Koblenzer Str.,79,93,82,94,201,Bayenthal,50968,20102,12,13,94
Koblenzer Str.,,,94a,108,201,Bayenthal,50968,20103,12,13,94
Koburger Platz,1,3,2,8,804,Höhenberg,51103,80403,44,18,93
Koburger Str.,1,95,2,76,804,Höhenberg,51103,80403,44,18,93
Kochwiesenstr.,1,83,4,60,904,Holweide,51067,90401,40,19,101
Koelhoffstr.,1,9,2,12,101,Altstadt/Süd,50676,10101,01,13,94
Kohlenstr.,1,25,2,24,401,Ehrenfeld,50825,40102,22,15,95
Kohlplatz,,,2,4,901,Mülheim,51063,90116,36,19,101
Köhlstr.,1,45,8,14,406,Ossendorf,50827,40603,24,15,95
Kolberger Str.,3,15,4,8,206,Rondorf,50997,20602,15,13,94
Kolberger Str.,17,45a,10,52,206,Rondorf,50997,20601,15,13,94
Kolibriweg,1,13,2,14,404,Vogelsang,50829,40406,25,15,95
Kolkrabenweg,,,2,8,404,Vogelsang,50829,40406,25,15,95
Kolkrabenweg,65,67,12,68,404,Vogelsang,50829,40405,25,15,95
Kollwitzweg,1,23,2,6,809,Neubrück,51109,80901,45,18,93
Kolmarer Str.,3,15,2,30,601,Merkenich,50769,60103,29,16,95
Kolmarer Str.,37,77,,,601,Merkenich,50769,60105,29,16,95
Kölner Platz,,,2,2,306,Junkersdorf,50858,30605,20,14,94
Kölner Rugby Park,1,1,,,301,Klettenberg,50939,30101,16,14,94
Kölner Str. (Lövenich),,,,,305,Müngersdorf,50933,30507,20,14,94
Kölner Str. (Lövenich),1,75,26,56e,308,Lövenich,50859,30809,21,14,94
Kölner Str. (Lövenich),89,101,58,70,308,Lövenich,50859,30808,21,14,94
Kölner Str. (Porz),1,59,8,106,703,Ensen,51149,70306,07,17,93
Kölner Str. (Porz),97,159,108,154,703,Ensen,51149,70304,07,17,93
Kölner Str. (Porz),161,193,160,188,703,Ensen,51149,70301,07,17,93
Kölner Str. (Porz),195,501,194,262,702,Westhoven,51149,70205,07,17,93
Kölner Weg,1,25,2,44,306,Junkersdorf,50858,30605,20,14,94
Kölnstr.,,,2,20,210,Sürth,50999,21003,14,13,94
Kölnstr.,19,53,26,46,210,Sürth,50999,21004,14,13,94
Kölnweg,,,2,2,909,Flittard,51061,90904,37,19,101
Kolpingplatz,1,11,2,2,103,Altstadt/Nord,50667,10304,04,18,93
Kolumbahof,3,5,2,2,103,Altstadt/Nord,50667,10304,04,18,93
Kolumbastr.,1,5,2,10,103,Altstadt/Nord,50667,10304,04,18,93
Kommendeweg,1,21,2,24,308,Lövenich,50859,30807,21,14,94
Komödienstr.,1,111,2,58,103,Altstadt/Nord,50667,10313,04,18,93
Koniferenpfad,1,9,2,14,604,Heimersdorf,50767,60405,26,16,95
König-Baudouin-Platz,,,,,406,Ossendorf,50827,40605,24,15,95
Königsberger Str.,1a,9f,2a,8,504,Niehl,50735,50411,34,16,95
Königsberger Str. (Porz),9,11,,,706,Porz,51145,70601,08,17,93
Königsberger Str. (Porz),,,10a,74,707,Urbach,51145,70701,09,17,93
Königsberger Str. (Rondorf),,,2,6,206,Rondorf,50997,20602,15,13,94
Königsberger Str. (Weiden),1,13,2,10,307,Weiden,50858,30705,20,14,94
Königsdorfer Str.,1,5,2,14,304,Braunsfeld,50933,30405,19,14,94
Königsforststr.,1,91,16,100,807,Brück,51109,80710,41,17,93
Königshütter Str.,1,11,,,903,Buchheim,51065,90308,35,19,101
Königshütter Str.,,,2,8,903,Buchheim,51065,90307,35,19,101
Königstr.,1,3,,,101,Altstadt/Süd,50676,10120,06,13,94
Königswinterstr.,1,17,2,26,301,Klettenberg,50939,30108,16,14,94
Konrad-Adenauer-Str. (Porz),1,45,2,80,716,Finkenberg,51149,71602,08,17,93
Konrad-Adenauer-Str. (Rodenkirchen),1,25,28,40,208,Rodenkirchen,50996,20803,12,13,94
Konrad-Adenauer-Str. (Rodenkirchen),,,2,2,202,Marienburg,50996,20203,12,13,94
Konrad-Adenauer-Ufer,3,11,,,103,Altstadt/Nord,50668,10307,04,18,93
Konrad-Adenauer-Ufer,21,39,,,103,Altstadt/Nord,50668,10306,04,18,93
Konrad-Adenauer-Ufer,41,73,,,103,Altstadt/Nord,50668,10309,04,18,93
Konrad-Adenauer-Ufer,79,115,80,80,104,Neustadt/Nord,50668,10424,05,18,93
Konrad-Hausmann-Str.,1,9,2,34,606,Pesch,50767,60601,28,16,95
Konradstr.,1,11,2,10,302,Sülz,50937,30207,16,14,94
Konradstr.,11a,19,14,24,302,Sülz,50937,30208,16,14,94
Konstantin-Wille-Str.,1,3,2,6,701,Poll,51105,70101,07,17,93
Konstanzer Str.,1,31,2,34,805,Ostheim,51107,80504,45,18,93
Konstanzer Str.,35,45,36,50,805,Ostheim,51107,80503,45,18,93
Kopenhagener Str.,1,5,4,4,609,Chorweiler,50765,60901,27,16,95
Kopenhagener Str. (Porz),,,,,706,Porz,51149,70602,08,17,93
Kopenhagener Str. (Porz),15,15a,2,14,716,Finkenberg,51149,71601,08,17,93
Kopernikusstr.,1,63,32,160,902,Buchforst,51065,90201,35,19,101
Kopischstr.,1,9,2,12,905,Dellbrück,51069,90506,39,19,101
Koppensteinstr.,1,17,2,12,302,Sülz,50935,30234,17,14,94
Korbacher Str.,1,19,2,18,806,Merheim,51109,80607,44,17,93
Korber Weg,1,19,2,12,605,Lindweiler,50767,60501,28,16,95
Körberstr.,1,11,2,26,209,Weiß,50999,20903,14,13,94
Kormoranweg,1,3,2,4,309,Widdersdorf,50859,30905,21,14,94
Kornblumenweg,1,11,2,26,608,Volkhoven/Weiler,50765,60803,26,16,95
Kornblumenweg (Junkersdorf),1,7,2,30,306,Junkersdorf,50858,30603,20,14,94
Kornblumenweg (Junkersdorf),9,39,,,306,Junkersdorf,50858,30604,20,14,94
Kornblumenweg (Sürth),1,13,2,12,210,Sürth,50999,21005,14,13,94
Kornblumenweg (Wahn),1,21,2,24,711,Wahn,51147,71102,10,17,93
Kornelimünsterstr.,1,33,2,36,304,Braunsfeld,50933,30402,19,14,94
Körnerstr.,3,61,6,56,401,Ehrenfeld,50823,40107,22,15,95
Körnerstr.,65,119,60,120,401,Ehrenfeld,50823,40116,22,15,95
Körnerstr. (Junkersdorf),1,23,2,18,307,Weiden,50858,30704,20,14,94
Kornradenweg,1,71,2,110,210,Sürth,50999,21005,14,13,94
Kösener Weg,,,2,10,804,Höhenberg,51103,80404,44,18,93
Kösliner Str.,1,15,2,24,505,Weidenpesch,50737,50508,34,16,95
Kostgasse,29,29,,,103,Altstadt/Nord,50668,10307,04,18,93
Kottenforststr.,1,5,2,8,205,Zollstock,50969,20513,13,13,94
Köttinger Weg,1,41,2,48,213,Meschenich,50997,21303,15,13,94
Kowallekstr.,9,9,2,18,102,Neustadt/Süd,50677,10211,02,13,94
Krähenweg,,,2,60,404,Vogelsang,50829,40402,25,15,95
Krähenweg,3,51,,,404,Vogelsang,50829,40403,25,15,95
Krähenweg (Rondorf),1,19,4,42,206,Rondorf,50997,20603,15,13,94
Krahnenstr.,1,13,6,8,901,Mülheim,51063,90117,37,19,101
Kranichweg,1,41,2,38,404,Vogelsang,50829,40402,25,15,95
Kranichweg (Widdersdorf),1,9,2,8,309,Widdersdorf,50859,30905,21,14,94
Kranzbinderweg,1,21,2,16,904,Holweide,51067,90403,40,19,101
Kratzweg,7,7,2,126,806,Merheim,51109,80603,44,17,93
Kratzweg,17,37,,,806,Merheim,51109,80604,44,17,93
Krausbergweg,1,43,2,38,715,Langel,51143,71502,11,17,93
Krauskaulerweg,1,7,,,212,Immendorf,50997,21202,15,13,94
Kräuterweg,1,27,8,28,905,Dellbrück,51069,90501,39,19,101
Krautwigstr.,1,9,4,10,303,Lindenthal,50931,30324,19,14,94
Krebelspfad,7,119,98,120,612,Worringen,50769,61201,29,16,95
Krebsgasse,1,5,0,16,103,Altstadt/Nord,50667,10302,04,18,93
Krefelder Str.,1,115,2a,100,104,Neustadt/Nord,50670,10412,05,18,93
Krefelder Str. (Porz),1,11,2,14,706,Porz,51145,70601,08,17,93
Krefelder Wall,3,27,2,36,104,Neustadt/Nord,50670,10414,05,18,93
Krefelder Wall,29,41,,,104,Neustadt/Nord,50670,10417,05,18,93
Krefelder Wall,,,38,54,104,Neustadt/Nord,50670,10416,05,18,93
Kreibohmstr.,1,27,2,18,204,Raderthal,50968,20401,12,13,94
Krementzstr.,1,5a,2,8,303,Lindenthal,50931,30304,18,14,94
Krementzstr.,7,21,8a,22,303,Lindenthal,50931,30308,18,14,94
Kretzerstr.,1,9,,,501,Nippes,50733,50126,33,15,95
Kretzerstr.,,,2,26,501,Nippes,50733,50125,33,15,95
Kreutzerstr.,5,5,2,12,104,Neustadt/Nord,50672,10405,04,18,93
Kreuzblumenweg,1,37,22,34,608,Volkhoven/Weiler,50765,60802,26,16,95
Kreuzchesweg,,,,,807,Brück,51109,80703,41,17,93
Kreuzgasse,1,9,2,4,103,Altstadt/Nord,50667,10302,04,18,93
Kreuznacher Str.,1,9,,,203,Raderberg,50968,20302,13,13,94
Kreuznacher Str.,11,73,,,203,Raderberg,50968,20303,13,13,94
Kriegerhofstr.,1,27d,2,36,602,Fühlingen,50769,60202,29,16,95
Kriegerhofstr.,45,55,42,50,602,Fühlingen,50769,60201,29,16,95
Kriegerhofstr.,69,71,,,609,Chorweiler,50765,60904,27,16,95
Kriegerplatz,,,2,12,506,Longerich,50739,50612,30,16,95
Krieger-Str.,1,1,10,16,709,Grengel,51147,70902,09,17,93
Krieler Str.,3,21,2,2a,303,Lindenthal,50935,30315,18,14,94
Krieler Str.,63,119,4,100,303,Lindenthal,50935,30314,18,14,94
Kriemhildplatz,1,21,2,22,502,Mauenheim,50739,50203,31,16,95
Kriemhildstr. (Rodenkirchen),1,17,,,208,Rodenkirchen,50996,20808,14,13,94
Kriemhildstr. (Wahnheide),3,27,6,30,710,Wahnheide,51147,71007,10,17,93
Kringsweg,1,15,2,24,303,Lindenthal,50931,30308,18,14,94
Kringsweg,19,21,26,36,303,Lindenthal,50931,30304,18,14,94
Krohstr.,,,2,4,201,Bayenthal,50968,20105,12,13,94
Krokusweg,1,29,2,12,905,Dellbrück,51069,90501,39,19,101
Krombachweg,1,29,2,62,605,Lindweiler,50767,60501,28,16,95
Kronenburger Str.,1,21,2,28,303,Lindenthal,50935,30301,18,14,94
Kronengasse,5,27,4,12,103,Altstadt/Nord,50667,10302,04,18,93
Kronstädter Str.,1,169,,,307,Weiden,50858,30713,20,14,94
