street,number_odd_from,number_odd_to,number_even_from,number_even_to,district_nr,district_name,zip,vote_district_id,local_election_district_id,landtag_election_district_id,bundestag_election_district_id
Teichstr.,1,77,2,62,403,Bickendorf,50827,40311,24,15,95
Tel-Aviv-Str.,1,1,4,4,101,Altstadt/Süd,50676,10102,01,13,94
Tel-Aviv-Str.,,,6,6,101,Altstadt/Süd,50676,10101,01,13,94
Tempelherrenstr.,1,11,24,42,903,Buchheim,51067,90304,35,19,101
Tempelherrenstr.,13,23,44,48,903,Buchheim,51067,90302,35,19,101
Tempelstr.,1,35,,,105,Deutz,50679,10503,06,18,93
Tempelstr.,37,61,2,50,105,Deutz,50679,10504,06,18,93
Tempelstr.,65,103,52,56,105,Deutz,50679,10511,06,18,93
Tenktererstr.,1,5,2,6,105,Deutz,50679,10509,06,18,93
Tessiner Weg,1,17,2,18,901,Mülheim,51063,90122,37,19,101
Teufelsbergstr.,1,51,2,56,610,Blumenberg,50765,61003,27,16,95
Teutoburger Str.,1,35,2,42,102,Neustadt/Süd,50678,10208,02,13,94
Teutonenstr.,,,2,16,105,Deutz,50679,10511,06,18,93
Teutonenstr. (Gremberghoven),13,35,24,34,704,Gremberghoven,51149,70401,08,17,93
Teutonenstr. (Meschenich),1,13,2,12,213,Meschenich,50997,21302,15,13,94
Thebäerstr.,1,25,2,58,401,Ehrenfeld,50823,40110,22,15,95
Thebäerstr.,43,63,58a,100,401,Ehrenfeld,50823,40111,22,15,95
Theklastr.,1,29,2,28,505,Weidenpesch,50737,50506,34,16,95
Themsepromenade,,,,,609,Chorweiler,50765,60903,27,16,95
Thenhovener Str.,17,21,40,48,607,Esch/Auweiler,50765,60707,28,16,95
Thenhover-Escher Weg,43,67,40,52,611,Roggendorf/Thenhoven,50769,61101,29,16,95
Theo-Burauen-Platz,,,,,103,Altstadt/Nord,50667,10304,04,18,93
Theoderichstr.,1,15,2,2,801,Humboldt/Gremberg,51105,80104,43,18,93
Theodor-Babilon-Str.,1,7,2,8,105,Deutz,50679,10502,06,18,93
Theodor-Brauer-Str.,1,41,2,20,901,Mülheim,51063,90102,35,19,101
Theodor-Haecker-Str.,1,21,2,2,809,Neubrück,51109,80906,45,18,93
Theodor-Heuss-Ring,1,23a,2,62,104,Neustadt/Nord,50668,10423,05,18,93
Theodor-Heuss-Str. (Porz),1,9,2,18,716,Finkenberg,51149,71603,08,17,93
Theodor-Heuss-Str. (Porz),,,24,24,716,Finkenberg,51149,71602,08,17,93
Theodor-Heuss-Str. (Porz),43,59,60,64,705,Eil,51149,70501,08,17,93
Theodor-Heuss-Str. (Porz),,,76,86,705,Eil,51149,70502,08,17,93
Theodor-Heuss-Str. (Porz),,,88,88,705,Eil,51149,70501,08,17,93
Theodor-Heuss-Str. (Porz),,,92,92,705,Eil,51145,70503,08,17,93
Theodor-Heuss-Str. (Rodenkirchen),1,1,2,6,208,Rodenkirchen,50996,20803,12,13,94
Theodor-Hürth-Str.,1,11,2,12,105,Deutz,50679,10505,06,18,93
Theodor-Körner-Str. (Porz),1,7,2,10,706,Porz,51143,70608,11,17,93
Theodor-Körner-Str. (Rodenkirchen),1,5,2,2,208,Rodenkirchen,50996,20806,14,13,94
Theodor-Körner-Str. (Rodenkirchen),7,13,10,14,208,Rodenkirchen,50996,20807,14,13,94
Theodor-Schnitzler-Weg,,,2,6,703,Ensen,51149,70306,07,17,93
Theodor-Schwann-Str.,1,25,2,30,503,Riehl,50735,50308,33,16,95
Theodor-Zingsheim-Weg,,,,,305,Müngersdorf,50933,30505,20,14,94
Theophanoplatz,1,9,2,8,205,Zollstock,50969,20504,13,13,94
Theophanostr.,1,19,,,205,Zollstock,50969,20504,13,13,94
Theophanostr.,,,2,38,205,Zollstock,50969,20503,13,13,94
Theresienstr.,15,69,16,70,303,Lindenthal,50931,30310,18,14,94
Theresienstr.,75,85,72,96,303,Lindenthal,50931,30323,18,14,94
Thessaloniki-Allee,1,19,,,802,Kalk,51103,80209,42,18,93
Thessaloniki-Allee,21,27,2,16,802,Kalk,51103,80208,42,18,93
Thieboldsgasse,3,25,6,18,101,Altstadt/Süd,50676,10118,01,13,94
Thieboldsgasse,27,139,82,152,101,Altstadt/Süd,50676,10119,01,13,94
Thielenbrucher Allee,1,35,2,46,905,Dellbrück,51069,90515,39,19,101
Thielenbrucher Hof,,,14,18,905,Dellbrück,51069,90514,39,19,101
Thielenstr.,1,15,2,12,401,Ehrenfeld,50825,40122,22,15,95
Thielenstr.,17,31,14,48,401,Ehrenfeld,50825,40120,24,15,95
Thomasberger Str.,1,51,2,32,301,Klettenberg,50939,30103,16,14,94
Thomas-Dehler-Weg,1,13,,,809,Neubrück,51109,80904,45,18,93
Thomas-Mann-Str.,1,5,6,10,201,Bayenthal,50968,20104,12,13,94
Thönneshofweg,1,9,,,601,Merkenich,50769,60105,29,16,95
Thorn-Prikker-Str.,1,13,2,4,603,Seeberg,50769,60303,26,16,95
Thorwaldsenstr.,1,27,2,36,803,Vingst,51103,80304,43,18,93
Thujaweg,1,1,10,38,608,Volkhoven/Weiler,50765,60801,26,16,95
Thuleweg,1,25,16,98,906,Höhenhaus,51061,90611,38,19,101
Thumbstr.,1,87,2,82,802,Kalk,51103,80205,42,18,93
Thüringer Str.,3,31,4,22,501,Nippes,50733,50110,32,15,95
Thürmchenswall,3,51,4,64,103,Altstadt/Nord,50668,10308,04,18,93
Thürmchenswall,55,81,66,78,103,Altstadt/Nord,50668,10309,04,18,93
Thurner Heide,3,17a,2,48,905,Dellbrück,51069,90503,39,19,101
Thurner Kamp,105,111,8,46,905,Dellbrück,51069,90518,39,19,101
Thurner Str.,1,39,2,22,905,Dellbrück,51069,90510,39,19,101
Thurner Str.,45,129,26,68,905,Dellbrück,51069,90512,39,19,101
Thurner Str.,,,70,104,905,Dellbrück,51069,90513,39,19,101
Thurnmarkt,1,7,,,101,Altstadt/Süd,50676,10120,06,13,94
Thusneldastr.,1,31,2,48,105,Deutz,50679,10505,06,18,93
Thymianweg,1,25,2,60,906,Höhenhaus,51061,90606,38,19,101
Thywissenstr.,1,11,,,901,Mülheim,51065,90111,36,19,101
Thywissenstr.,,,2,12,901,Mülheim,51065,90112,36,19,101
Tiberiusstr.,1,7,4,16,202,Marienburg,50968,20203,12,13,94
Tiberstr.,1,7,,,609,Chorweiler,50765,60903,27,16,95
Tieckstr.,1,55,2,76,402,Neuehrenfeld,50825,40214,23,15,95
Tieckstr.,61,83,78,102,402,Neuehrenfeld,50825,40219,23,15,95
Tiefentalstr.,7,41,14,72,901,Mülheim,51063,90120,37,19,101
Tiergartenstr.,9,11,,,503,Riehl,50735,50311,33,16,95
Tiergartenstr. (Elsdorf),1,57,2,24,708,Elsdorf,51145,70801,09,17,93
Tillmannspfädchen,,,0,16,309,Widdersdorf,50859,30904,21,14,94
Tillystr.,1,7,2,16,904,Holweide,51067,90408,40,19,101
Tilsiter Str.,1,13,2,12,504,Niehl,50735,50411,34,16,95
Tilsiter Str. (Urbach),1a,19,2,4,707,Urbach,51145,70702,09,17,93
Tilsiter Weg,3,11,4,6,307,Weiden,50858,30712,21,14,94
Timur-Icelliler-Weg,,,,,105,Deutz,50679,10512,06,18,93
Tipsgasse,,,,,103,Altstadt/Nord,50667,10305,04,18,93
Tiroler Weg,1,7,2,10,306,Junkersdorf,50858,30605,20,14,94
Titusstr.,,,2,26,102,Neustadt/Süd,50678,10202,02,13,94
Togostr.,3,7,2,18,501,Nippes,50733,50115,32,15,95
Tollerstr.,1,25,2,16,405,Bocklemünd/Mengenich,50829,40504,25,15,95
Tölmesgasse,1,19,2,12,714,Zündorf,51143,71406,11,17,93
Tondernstr.,1,49,,,402,Neuehrenfeld,50825,40220,23,15,95
Tondernstr.,,,2,54,402,Neuehrenfeld,50825,40218,23,15,95
Toni-Steingass-Park,,,,,501,Nippes,50733,50115,32,15,95
Toni-Steingass-Park,,,,,504,Niehl,50735,50407,34,16,95
Toni-Welter-Str.,,,2,32,608,Volkhoven/Weiler,50765,60803,26,16,95
Tönneshofweg,1,15,2,34,306,Junkersdorf,50858,30610,20,14,94
Topsstr.,,,2,10b,901,Mülheim,51063,90120,37,19,101
Torfweg,1,15,,,712,Lind,51147,71201,10,17,93
Torgaustr.,1,7,,,505,Weidenpesch,50737,50501,34,16,95
Torringer Weg,1,47,,,906,Höhenhaus,51061,90610,38,19,101
Torringer Weg,,,2,32,906,Höhenhaus,51061,90611,38,19,101
Totilastr.,1,1,2,2,105,Deutz,50679,10505,06,18,93
Toyota-Allee,5,99,2,54,306,Junkersdorf,50858,30609,20,14,94
Trajanstr.,1,27,10,18,102,Neustadt/Süd,50678,10202,02,13,94
Trajanstr.,31,43,,,102,Neustadt/Süd,50678,10201,02,13,94
Trakehner Str.,1,41,4,28,504,Niehl,50735,50414,34,16,95
Trankgasse,1,11,,,103,Altstadt/Nord,50667,10313,04,18,93
Trankgasse,,,20,20,103,Altstadt/Nord,50667,10307,04,18,93
Trankgasse (Zündorf),3,15,4,10,714,Zündorf,51143,71401,11,17,93
Trankgassenwerft,,,,,103,Altstadt/Nord,50668,10307,04,18,93
Trenkebergstr.,15,33,2,28,213,Meschenich,50997,21301,15,13,94
Trenkebergstr.,47,47,40,60,213,Meschenich,50997,21302,15,13,94
Treptow-Str.,1,15,2,56,309,Widdersdorf,50859,30906,21,14,94
Triberger Weg,1,29,2,54,901,Mülheim,51063,90123,37,19,101
Trierer Str.,1,27,2,10,101,Altstadt/Süd,50676,10105,01,13,94
Trierer Str.,29,65,,,102,Neustadt/Süd,50674,10223,03,13,94
Trierer Str. (Weiden),1,63,2,38,307,Weiden,50858,30712,21,14,94
Trifelsstr.,,,2,4,507,Bilderstöckchen,50739,50702,31,15,95
Triftweg,29,51,2,38,209,Weiß,50999,20901,14,13,94
Trimbornstr.,1,27,2,38,802,Kalk,51105,80209,42,18,93
Trittenheimer Str.,1,7,2,14,205,Zollstock,50969,20511,13,13,94
Troisdorfer Str.,,,,,105,Deutz,50679,10511,06,18,93
Troisdorfer Str. (Lind),1,15,2a,6,712,Lind,51147,71203,10,17,93
Trollblumenweg,1,21,2,16,608,Volkhoven/Weiler,50765,60803,26,16,95
Trondheimer Weg,,,,,609,Chorweiler,50765,60901,27,16,95
Troppauer Str.,,,2,36,707,Urbach,51145,70701,09,17,93
Trude-Herr-Park,,,,,101,Altstadt/Süd,50678,10109,01,13,94
Tübinger Str.,1,17,2,20,507,Bilderstöckchen,50739,50708,31,15,95
Tucholskystr.,1,13,2,48,405,Bocklemünd/Mengenich,50829,40507,25,15,95
Tulpenweg,3,29,2,10,906,Höhenhaus,51061,90612,38,19,101
Tulpenweg,31,51,12,12,906,Höhenhaus,51061,90613,38,19,101
Tulpenweg (Pesch),1,15,2,14,606,Pesch,50767,60601,28,16,95
Tulpenweg (Sürth),1,15,2,40,210,Sürth,50999,21009,14,13,94
Tulpenweg (Zündorf),23,27,,,714,Zündorf,51143,71411,11,17,93
Tunisstr.,3,3,4,4,103,Altstadt/Nord,50667,10302,04,18,93
Tunisstr.,19,27,,,103,Altstadt/Nord,50667,10313,04,18,93
Tunisstr.,,,,,103,Altstadt/Nord,50668,10313,04,18,93
Turiner Str.,1,9,,,103,Altstadt/Nord,50668,10307,04,18,93
Turiner Str.,15,21,2,6,103,Altstadt/Nord,50668,10306,04,18,93
Türkstr.,1,11,2,8,908,Stammheim,51063,90801,37,19,101
Turkuplatz,1,1,,,609,Chorweiler,50765,60901,27,16,95
Turmgasse,1,21,2,22,309,Widdersdorf,50859,30902,21,14,94
Turmhofstr.,1,9,2,28,714,Zündorf,51143,71409,11,17,93
Turmstr.,3,11,2,12,501,Nippes,50733,50110,32,15,95
Turmstr.,13,19,14,38,501,Nippes,50733,50111,32,15,95
Türnicher Str.,1,5,12,32,205,Zollstock,50969,20518,13,13,94
Überlinger Str.,1,19,2,28,303,Lindenthal,50935,30316,18,14,94
Ubierring,1,61a,2,58,102,Neustadt/Süd,50678,10201,02,13,94
Ubierweg,1,11,2,10,704,Gremberghoven,51149,70402,08,17,93
Ückerather Str.,1,9,2,10,506,Longerich,50739,50614,30,16,95
Uckermarkstr.,1,25,2,32,805,Ostheim,51107,80501,45,18,93
Üdesheimer Weg,9,37,2,2,612,Worringen,50769,61201,29,16,95
Uedorfer Str.,,,2,12,204,Raderthal,50968,20402,12,13,94
Uferstr.,,,2,4,901,Mülheim,51063,90116,36,19,101
Uferstr. (Rodenkirchen),,,,,209,Weiß,50999,20901,14,13,94
Uferstr. (Rodenkirchen),11,41,10,40,208,Rodenkirchen,50996,20805,12,13,94
Uferstr. (Rodenkirchen),45,83,42,52,208,Rodenkirchen,50996,20812,14,13,94
Uhdestr.,1,13,2,18b,305,Müngersdorf,50933,30504,20,14,94
Uhlandstr.,9,41,2,68,303,Lindenthal,50931,30311,18,14,94
Uhlandstr.,47,47,70,80,303,Lindenthal,50935,30315,18,14,94
Uhlandstr.,,,82,90a,303,Lindenthal,50935,30314,18,14,94
Uhlandstr. (Immendorf),7,21,4,36,212,Immendorf,50997,21201,15,13,94
Uhuweg,1,87,2,104,206,Rondorf,50997,20606,15,13,94
Ulitzkastr.,1,25,2,58,901,Mülheim,51063,90102,35,19,101
Ulmenallee (Heumar),1,7,4,4,808,Rath/Heumar,51107,80807,41,17,93
Ulmenallee (Sürth),1,63,2,58,210,Sürth,50999,21007,14,13,94
Ulmenweg,1,23,2,14,306,Junkersdorf,50858,30606,20,14,94
Ulmer Str.,1,39,2,34,507,Bilderstöckchen,50739,50708,31,15,95
Ulrich-Brisch-Weg,1,1,2,4,306,Junkersdorf,50858,30606,20,14,94
Ulrichgasse,1,3,2,18d,101,Altstadt/Süd,50678,10107,01,13,94
Ulrich-Zell-Str.,1,11,2,8,501,Nippes,50733,50103,32,15,95
Ulrikenstr.,1,1,,,703,Ensen,51149,70304,07,17,93
Umbachstr.,1,29,4,28,905,Dellbrück,51069,90509,39,19,101
Universitätsstr.,1,7,,,302,Sülz,50937,30207,16,14,94
Universitätsstr.,21,23,16,18,302,Sülz,50937,30205,16,14,94
Universitätsstr.,25,31,20,22,303,Lindenthal,50937,30303,18,14,94
Universitätsstr.,33,47,22a,26,303,Lindenthal,50931,30304,18,14,94
Universitätsstr.,49,77,,,303,Lindenthal,50931,30305,18,14,94
Universitätsstr.,77a,91,,,303,Lindenthal,50931,30325,19,14,94
Universitätsstr.,,,98,100,102,Neustadt/Süd,50674,10235,03,13,94
Unkeler Str.,1,31,2,30,302,Sülz,50939,30201,16,14,94
Unkelshof,1a,5,2,8,803,Vingst,51107,80302,43,18,93
Unnauer Weg,3,7a,2,24,605,Lindweiler,50767,60502,28,16,95
Unnauer Weg,9,29,26,140,605,Lindweiler,50767,60501,28,16,95
Unstrutweg,11,37,,,609,Chorweiler,50765,60905,27,16,95
Unter Bergamotten,1,9,2,10,403,Bickendorf,50827,40305,24,15,95
Unter Birnen,1,37,,,403,Bickendorf,50827,40305,24,15,95
Unter Birnen,39,85,,,403,Bickendorf,50827,40306,24,15,95
Unter Buschweg,1,33,2,144,210,Sürth,50999,21006,14,13,94
Unter den Birken,,,120,214,207,Hahnwald,50996,20701,15,13,94
Unter den Birken,197,239,216,228,207,Hahnwald,50996,20702,15,13,94
Unter den Erlen,3,9,2,40,707,Urbach,51145,70703,09,17,93
Unter den Ulmen,1,39,96,140,202,Marienburg,50968,20201,12,13,94
Unter den Ulmen,39a,43,142,152,202,Marienburg,50968,20203,12,13,94
Unter Fettenhennen,7,11,2,4,103,Altstadt/Nord,50667,10304,04,18,93
Unter Goldschmied,3,29,4,24,103,Altstadt/Nord,50667,10304,04,18,93
Unter Gottes Gnaden,1,97,2,50,309,Widdersdorf,50859,30903,21,14,94
Unter Gottes Gnaden,,,86,128,309,Widdersdorf,50859,30905,21,14,94
Unter Gottes Gnaden,101,123,52,84,309,Widdersdorf,50859,30904,21,14,94
Unter Gottes Gnaden,129,191,,,309,Widdersdorf,50859,30906,21,14,94
Unter Kahlenhausen,,,2,2,103,Altstadt/Nord,50668,10306,04,18,93
Unter Kahlenhausen,25,47,,,103,Altstadt/Nord,50668,10308,04,18,93
Unter Kahlenhausen,,,40,46,103,Altstadt/Nord,50668,10309,04,18,93
Unter Käster,1,9,,,103,Altstadt/Nord,50667,10304,04,18,93
Unter Käster,,,10,18,103,Altstadt/Nord,50667,10305,04,18,93
Unter Kirschen,1,5,2,8,403,Bickendorf,50827,40305,24,15,95
Unter Kirschen,7,27,10,40,403,Bickendorf,50827,40306,24,15,95
Unter Krahnenbäumen,1,87,4,68,103,Altstadt/Nord,50668,10306,04,18,93
Unter Linden,1,221,2,234,309,Widdersdorf,50859,30901,21,14,94
Unter Linden,,,280,286,309,Widdersdorf,50859,30902,21,14,94
Unter Sachsenhausen,1,37,2,18,103,Altstadt/Nord,50667,10313,04,18,93
Unter Taschenmacher,1,19,2,22,103,Altstadt/Nord,50667,10304,04,18,93
Untere Dorfstr.,1,35,2,74,405,Bocklemünd/Mengenich,50829,40501,25,15,95
Untere Dorfstr.,41,101a,84,138,405,Bocklemünd/Mengenich,50829,40502,25,15,95
Unterer Bruchweg,7,7,,,807,Brück,51109,80703,41,17,93
Unterer Bruchweg,,,,,806,Merheim,51109,80602,44,17,93
Unterer Herbstweg,21,21,2,4,601,Merkenich,50769,60105,29,16,95
Unterer Komarweg,,,,,301,Klettenberg,50939,30101,16,14,94
Unterer Weißer Weg,,,2,10a,208,Rodenkirchen,50999,20813,14,13,94
Unterer Wichheimer Kirchweg,,,2,20,904,Holweide,51067,90412,40,19,101
Untereschbacher Str.,,,2,42,905,Dellbrück,51069,90509,39,19,101
Unterm Berg,1,7,,,714,Zündorf,51143,71402,11,17,93
Unterm Berg,19,19,0,42,714,Zündorf,51143,71401,11,17,93
Unterste Sauerwiese,1,33,,,905,Dellbrück,51069,90516,39,19,101
Uppsalasteig,,,2,8,609,Chorweiler,50765,60901,27,16,95
Uracher Str.,1,33,2,16b,507,Bilderstöckchen,50739,50706,31,15,95
Urbacher Weg (Porz),1,33,2,22,706,Porz,51149,70604,11,17,93
Urbacher Weg (Porz),35,93,50,98c,703,Ensen,51149,70306,07,17,93
Urbanstr.,1,1,,,105,Deutz,50679,10502,06,18,93
Urbanusstr.,1,57,4,60,713,Libur,51147,71301,10,17,93
Urdenbacher Str.,3,29,2,18,506,Longerich,50737,50601,30,16,95
Ürdinger Str.,1,15,2,12,501,Nippes,50733,50103,32,15,95
Urfelder Str.,1,21,2a,2a,204,Raderthal,50968,20402,12,13,94
Urfelder Str.,,,2,2,204,Raderthal,50968,20401,12,13,94
Urftstr.,1,19,2,16,302,Sülz,50937,30213,17,14,94
Urftstr. (Rodenkirchen),1,35,2,40,208,Rodenkirchen,50996,20810,14,13,94
Urnenstr.,1,11,8,56,905,Dellbrück,51069,90503,39,19,101
Ursulagartenstr.,1,31,2,30,103,Altstadt/Nord,50668,10312,05,18,93
Ursulakloster,5,25,2,22,103,Altstadt/Nord,50668,10312,05,18,93
Ursula-Kuhr-Weg,1,19,2,10,608,Volkhoven/Weiler,50765,60801,26,16,95
Ursulaplatz,1,31,2,30,103,Altstadt/Nord,50668,10312,05,18,93
Ursulastr.,1,17,,,103,Altstadt/Nord,50668,10313,04,18,93
Ursulastr.,,,2,32,103,Altstadt/Nord,50668,10312,05,18,93
Ursulastr. (Ensen),1,17,2,12,703,Ensen,51149,70301,07,17,93
Ursulastr. (Pesch),1,29,2,24,606,Pesch,50767,60603,28,16,95
Ürziger Str.,1,13,2,12,205,Zollstock,50969,20511,13,13,94
Usambarastr.,1,15,2,2,501,Nippes,50733,50115,32,15,95
Usedomstr.,1,29,4,68,609,Chorweiler,50765,60905,27,16,95
Usedomweg,1,9,2,10,206,Rondorf,50997,20602,15,13,94
Usingerstr.,1,49,2,30,801,Humboldt/Gremberg,51105,80101,42,18,93
Usingerstr.,53,101a,36,66,801,Humboldt/Gremberg,51105,80105,43,18,93
Usingerstr.,103,105a,70,74,801,Humboldt/Gremberg,51105,80104,43,18,93
Utehof,1,23,2,28,502,Mauenheim,50739,50203,31,16,95
Utestr.,1,49,2,28,710,Wahnheide,51147,71007,10,17,93
Utrechter Str.,1,9,2,6,104,Neustadt/Nord,50674,10406,04,18,93
Vallendarer Str.,1,17,2,20,801,Humboldt/Gremberg,51105,80104,43,18,93
Van-Gogh-Str.,1,7,2,4,305,Müngersdorf,50933,30504,20,14,94
Van-Kempen-Str.,1,15,2,8,714,Zündorf,51143,71406,11,17,93
Vastersstr.,1,35,2,28,402,Neuehrenfeld,50825,40220,23,15,95
Veilchenweg,1,31a,2,24,906,Höhenhaus,51061,90612,38,19,101
Veilchenweg (Heumar),1,81,2,76,808,Rath/Heumar,51107,80811,41,17,93
Veilchenweg (Heumar),85,87,,,808,Rath/Heumar,51107,80812,41,17,93
Veilchenweg (Sürth),1,13,2,12,210,Sürth,50999,21005,14,13,94
Veit-Stoß-Str.,1,11a,2,20,305,Müngersdorf,50933,30506,20,14,94
Veledastr.,1,23,2,16,102,Neustadt/Süd,50678,10207,02,13,94
Venloer Str.,1,23,,,104,Neustadt/Nord,50672,10408,04,18,93
Venloer Str.,25,33,2,30,104,Neustadt/Nord,50672,10407,04,18,93
Venloer Str.,35,153,40,156a,104,Neustadt/Nord,50672,10405,04,18,93
Venloer Str.,155,225,160,212,401,Ehrenfeld,50823,40112,22,15,95
Venloer Str.,227,263,214,252,401,Ehrenfeld,50823,40113,22,15,95
Venloer Str.,,,254,286,401,Ehrenfeld,50823,40107,22,15,95
Venloer Str.,265,317,,,401,Ehrenfeld,50823,40106,22,15,95
Venloer Str.,319,371,288,350,401,Ehrenfeld,50823,40117,22,15,95
Venloer Str.,377,391,350a,354e,401,Ehrenfeld,50825,40118,22,15,95
Venloer Str.,393,429,356,416,401,Ehrenfeld,50825,40122,22,15,95
Venloer Str.,431,453,420,468,401,Ehrenfeld,50825,40119,24,15,95
Venloer Str.,455,567,472,550,401,Ehrenfeld,50825,40121,24,15,95
Venloer Str.,569,749a,624,704,403,Bickendorf,50827,40312,25,15,95
Venloer Str.,,,708,728,403,Bickendorf,50827,40307,24,15,95
Venloer Str.,,,730,736,403,Bickendorf,50827,40303,24,15,95
Venloer Str.,771,867a,738,844,403,Bickendorf,50827,40304,24,15,95
Venloer Str.,877,1079,1000,1152,404,Vogelsang,50829,40406,25,15,95
Venloer Str.,1271,1435,1210,1410,405,Bocklemünd/Mengenich,50829,40501,25,15,95
Venloer Wall,13,19,,,104,Neustadt/Nord,50672,10409,04,18,93
Vereinsstr.,1,31,2,20,802,Kalk,51103,80207,42,18,93
Vereinsstr.,33,39,22,28,802,Kalk,51103,80202,42,18,93
Vernicher Str.,1,15,20,34,204,Raderthal,50968,20403,12,13,94
Victoriastr.,,,2,16,103,Altstadt/Nord,50668,10312,05,18,93
Victoriastr.,15,25,,,103,Altstadt/Nord,50670,10313,04,18,93
Victoriastr.,,,20,30,103,Altstadt/Nord,50670,10312,05,18,93
Viehtrift,1,27,,,712,Lind,51147,71204,10,17,93
Viehtrift,,,2,38a,712,Lind,51147,71203,10,17,93
Viehtrift,31,83,40,80,712,Lind,51147,71201,10,17,93
Viersener Str.,1,7,,,501,Nippes,50733,50109,32,15,95
Viersener Str.,11,19,2,32,501,Nippes,50733,50110,32,15,95
Vietorstr.,1,7,,,802,Kalk,51103,80209,42,18,93
Vietorstr.,45,91,2,112,802,Kalk,51103,80208,42,18,93
Viktoriastr.,,,4,26,703,Ensen,51149,70301,07,17,93
Viktoriastr.,7,35,,,702,Westhoven,51149,70205,07,17,93
Viktor-Schnitzler-Str.,1,45,2,12,303,Lindenthal,50935,30318,18,14,94
Viktor-Speier-Holstein-Str.,,,,,901,Mülheim,51063,90114,36,19,101
Vincent-van-Gogh-Str.,3,19,4,14,208,Rodenkirchen,50999,20813,14,13,94
Vincenz-Statz-Str.,1,25,2,26,304,Braunsfeld,50933,30404,19,14,94
Vincenzstr.,5,29,2,28,901,Mülheim,51065,90109,36,19,101
Vingster Ring,,,0,,803,Vingst,51107,80303,43,18,93
Vingster Ring,9,9,,,803,Vingst,51107,80304,43,18,93
Vinzenzallee,1,49,2,28,308,Lövenich,50859,30809,21,14,94
Violaweg,1,7,2,36,714,Zündorf,51143,71411,11,17,93
Virchowstr.,1,27,2,22,303,Lindenthal,50935,30315,18,14,94
Virchowstr.,29,35,24,36,303,Lindenthal,50935,30319,18,14,94
Vischeringstr.,1,29,12,40,904,Holweide,51067,90411,40,19,101
Vitalisstr.,17,229,10,290,403,Bickendorf,50827,40312,25,15,95
Vitalisstr.,261,261,308,316,404,Vogelsang,50829,40401,25,15,95
Vitalisstr.,293,353,318,388,305,Müngersdorf,50933,30501,19,14,94
Vitalisstr.,355,391,390,422,305,Müngersdorf,50933,30503,19,14,94
Vochemer Str.,1,17,,,205,Zollstock,50969,20515,13,13,94
Vochemer Str.,,,2,26,205,Zollstock,50969,20514,13,13,94
Vogelsanger Markt,1,3,2,4,404,Vogelsang,50829,40401,25,15,95
Vogelsanger Platz,1,5,2,4,306,Junkersdorf,50858,30601,20,14,94
Vogelsanger Str.,1,1,2,4,104,Neustadt/Nord,50672,10405,04,18,93
Vogelsanger Str.,3,91,,,401,Ehrenfeld,50823,40111,22,15,95
Vogelsanger Str.,,,10,84,401,Ehrenfeld,50823,40110,22,15,95
Vogelsanger Str.,95,135,102,126,401,Ehrenfeld,50823,40106,22,15,95
Vogelsanger Str.,153,183b,136,162,401,Ehrenfeld,50823,40105,22,15,95
Vogelsanger Str.,185,203,192,230,401,Ehrenfeld,50825,40102,22,15,95
Vogelsanger Str.,231,295,246,326,401,Ehrenfeld,50825,40101,24,15,95
Vogelsanger Str.,,,330,332,403,Bickendorf,50825,40312,25,15,95
Vogelsanger Str.,365,387,340,406,403,Bickendorf,50827,40312,25,15,95
Vogelsanger Str.,413,451,448,450,404,Vogelsang,50829,40404,25,15,95
Vogelsanger Str.,453,525,452,492,404,Vogelsang,50829,40402,25,15,95
Vogelsanger Str.,,,496,550,404,Vogelsang,50829,40406,25,15,95
Vogelsanger Str.,527,545,,,404,Vogelsang,50829,40403,25,15,95
Vogelsanger Weg,,,,,405,Bocklemünd/Mengenich,50829,40501,25,15,95
Vogelsanger Weg (Junkersdorf),1,43,2,46,306,Junkersdorf,50858,30602,20,14,94
Vogelsanger Weg (Junkersdorf),45,121,48,92,306,Junkersdorf,50858,30601,20,14,94
Vogelsbergstr.,1,101,,,610,Blumenberg,50765,61002,27,16,95
Vogelsbergstr.,,,2,26,610,Blumenberg,50765,61001,27,16,95
Vogelweg,1,7,,,710,Wahnheide,51147,71002,10,17,93
Vogelweg,,,2,16,710,Wahnheide,51147,71003,10,17,93
Vogesenstr.,1,31,2,48,507,Bilderstöckchen,50739,50701,31,15,95
Vogteistr.,15,31,2,18,103,Altstadt/Nord,50670,10311,05,18,93
Voigtelstr.,1,31,2,26,304,Braunsfeld,50933,30406,19,14,94
Voigtgasse,3,13,2,14,715,Langel,51143,71501,11,17,93
Volberger Weg,1,17,4,20,808,Rath/Heumar,51107,80803,41,17,93
Volkerstr.,1,5,,,710,Wahnheide,51147,71006,10,17,93
Volkerweg,1,11,2,12,502,Mauenheim,50739,50201,31,16,95
Volkhovener Str.,5,5,4,28,607,Esch/Auweiler,50765,60707,28,16,95
Volkhovener Weg,11,13,,,506,Longerich,50739,50611,30,16,95
Volkhovener Weg,41,53,90,176,604,Heimersdorf,50767,60402,26,16,95
Volkhovener Weg,59,167,,,604,Heimersdorf,50767,60401,26,16,95
Volkhovener Weg,169,169,182,182,604,Heimersdorf,50767,60403,26,16,95
Volkhovener Weg,187,221,184,232,608,Volkhoven/Weiler,50765,60803,26,16,95
Volksgartenstr.,1,23a,2,32,102,Neustadt/Süd,50677,10216,02,13,94
