Straße	HnrVon	AlphateilVon	ZusatzVon	HnrBis	AlphateilBis	ZusatzBis	alle/ger/ung	Wahlbezirk - Nr	Wahlbezirk - Name	WahlraumZeile1	WahlraumZeile2	WahlraumZeile3	Wahlraum barrierefrei
Brentanoweg	alle							2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Gregor-Mendel-Str	1			16			alle	2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Gregor-Mendel-Str	24			44			alle	2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Jägerallee	20			27			alle	2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Johann-Goercke-Allee	alle							2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Moritz-von-Egidy-Str	alle							2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Pappelallee	38			49			alle	2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Schlegelstr	1			6			alle	2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Tieckstr	alle							2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Ulanenweg	alle							2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Voltaireweg	alle							2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Weinbergstr	1			17			alle	2202	Jägervorstadt - Am Weinberg/Ulanenweg	Oberstufenzentrum I - Technik	Jägerallee 23a		ja
Berliner Str	43			112			alle	2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Böcklinstr	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Fritz-Rumpf-Str	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
GA Berliner Vorstadt	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Leonardo-da-Vinci-Str	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Ludwig-Richter-Str	1			12	A		alle	2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Menzelstr	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Rembrandtstr	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Schwanenallee	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Seestr	11			21			alle	2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Tizianstr	alle							2301	Berliner Vorstadt - Ludwig-Richter-Str.	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Behlertstr	1			4			alle	2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Behlertstr	45			45	A		alle	2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Berliner Str	26	A		42			alle	2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Berliner Str	113			139			alle	2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Dürerstr	alle							2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Helmholtzstr	alle							2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Ludwig-Richter-Str	13			34			alle	2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Mangerstr	alle							2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Mühlenweg	alle							2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Otto-Nagel-Str	alle							2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Rubensstr	alle							2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Schiffbauergasse	alle							2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Seestr	2			10			alle	2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Seestr	22			46			alle	2302	Berliner Vorstadt - Schiffbauergasse	Johanna-Just-Oberstufenzentrum (III)	Berliner Str. 114		ja
Allee nach Sanssouci	alle							3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Am Grünen Gitter	1						alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Am Grünen Gitter	4						alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Breite Str	23	A		23	B		U	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Lennestr	1			8			alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Lennestr	81			82			alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Luisenplatz	alle							3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Schopenhauerstr	23			44			alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Zeppelinstr	1			6			alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Zeppelinstr	173			189			alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Zimmerstr	1			10			alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Zimmerstr	13	A		15			alle	3101	Brandenburger Vorstadt - Luisenplatz	Voltaire-Gesamtschule (9)	Lindenstr. 32	nicht barrierefrei	nein
Feuerbachstr	1			13			alle	3102	Brandenburger Vorstadt - Feuerbachstr.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Feuerbachstr	34			42			alle	3102	Brandenburger Vorstadt - Feuerbachstr.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Lennestr	59			80			alle	3102	Brandenburger Vorstadt - Feuerbachstr.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Lennestr	85						alle	3102	Brandenburger Vorstadt - Feuerbachstr.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Sellostr	2			15	A		alle	3102	Brandenburger Vorstadt - Feuerbachstr.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Zeppelinstr	7			26			alle	3102	Brandenburger Vorstadt - Feuerbachstr.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Zimmerstr	12			12	C		alle	3102	Brandenburger Vorstadt - Feuerbachstr.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Auf dem Kiewitt	1			2			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Clara-Zetkin-Str	2			13			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Clara-Zetkin-Str	21			31			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Feuerbachstr	31	A		33			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Geschwister-Scholl-Str	1			7	A		alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Geschwister-Scholl-Str	88			97			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Meistersingerstr	20						alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Nansenstr	2			5			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Sellostr	20			30			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Stiftstr	alle							3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Zeppelinstr	28			33			alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Zeppelinstr	147			163	A		alle	3103	Brandenburger Vorstadt - Clara-Zetkin-S.	Käthe-Kollwitz-Oberschule (13)	Clara-Zetkin-Str. 11	nicht barrierefrei	nein
Auf dem Kiewitt	23			39			alle	3104	Brandenburger Vorstadt - Auf dem Kiewitt	Begegnungsstätte der Volkssolidarität	Auf dem Kiewitt	Zeppelinstr. 163a,	ja
Breite Str	24			28			G	3104	Brandenburger Vorstadt - Auf dem Kiewitt	Begegnungsstätte der Volkssolidarität	Auf dem Kiewitt	Zeppelinstr. 163a,	ja
Zeppelinstr	164			172			alle	3104	Brandenburger Vorstadt - Auf dem Kiewitt	Begegnungsstätte der Volkssolidarität	Auf dem Kiewitt	Zeppelinstr. 163a,	ja
Am Grünen Gitter	3			11			U	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Am Grünen Gitter	6			10			G	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Am Neuen Palais	alle							3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
An der Orangerie	alle							3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Clara-Zetkin-Str	15			20			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Feuerbachstr	14			31			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Geschwister-Scholl-Str	22			36			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Hans-Sachs-Str	32			55			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Im Park Sanssouci	alle							3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Lennestr	9			32	A		alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Lennestr	46		/47	54			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Maulbeerallee	alle							3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Meistersingerstr	1			2			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Nansenstr	6			10			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Sellostr	15	B		19			alle	3105	Brandenburger Vorstadt - Park Sanssouci	Kindertagesstätte Baumschule	Geschw.-Scholl-Str. 33b		ja
Carl-von-Ossietzky-Str	1			21	A		alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Geschwister-Scholl-Str	8			14			alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Geschwister-Scholl-Str	73			87			alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Lennestr	43			45			alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Meistersingerstr	3			6			alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Meistersingerstr	16			18			alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Nansenstr	11			25			alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Zeppelinstr	34			45			alle	3106	Brandenburger Vorstadt - Tschäpe-Platz	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Auf dem Kiewitt	6			14			alle	3107	Brandenburger Vorstadt - Schillerplatz	AWO Schillertreff	Hof Schillerplatz 20		ja
Grillparzerstr	alle							3107	Brandenburger Vorstadt - Schillerplatz	AWO Schillertreff	Hof Schillerplatz 20		ja
Schillerplatz	alle							3107	Brandenburger Vorstadt - Schillerplatz	AWO Schillertreff	Hof Schillerplatz 20		ja
Schillerstr	alle							3107	Brandenburger Vorstadt - Schillerplatz	AWO Schillertreff	Hof Schillerplatz 20		ja
Wielandstr	alle							3107	Brandenburger Vorstadt - Schillerplatz	AWO Schillertreff	Hof Schillerplatz 20		ja
Zeppelinstr	138			142			alle	3107	Brandenburger Vorstadt - Schillerplatz	AWO Schillertreff	Hof Schillerplatz 20		ja
Carl-von-Ossietzky-Str	22			40			alle	3108	Brandenburger Vorstadt - Hans-Sachs-Str.	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Geschwister-Scholl-Str	15			21			alle	3108	Brandenburger Vorstadt - Hans-Sachs-Str.	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Hans-Sachs-Str	1			27			alle	3108	Brandenburger Vorstadt - Hans-Sachs-Str.	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Lennestr	34			42			alle	3108	Brandenburger Vorstadt - Hans-Sachs-Str.	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Meistersingerstr	7			15			alle	3108	Brandenburger Vorstadt - Hans-Sachs-Str.	Gerhart-Hauptmann-Grundschule (12)	C.-v.-Ossietzky-Str. 37/38	nicht barrierefrei	nein
Feldweg	alle							3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Fichtestr	alle							3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Geschwister-Scholl-Str	38	B		72	F		alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Kantstr	1			9			alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Kantstr	20			33			alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Kastanienallee	1			5			alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Kastanienallee	28			40			alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Maybachstr	6			10			alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Werderscher Weg	1			2	A		alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Zeppelinstr	47			55			alle	3201	Potsdam West - Geschwister-Scholl-Str.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Haeckelstr	30			72			alle	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Im Bogen	19			21			alle	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Kantstr	10			15	D		alle	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Kastanienallee	6			11			alle	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Knobelsdorffstr	10			12			G	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Maybachstr	1	A		5			alle	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Roseggerstr	1			29			U	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Stormstr	53						alle	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Zeppelinstr	68	H		68	M		alle	3202	Potsdam West - Haeckelstr.	Zeppelin-Grundschule (23)	Haeckelstr. 74		ja
Am Luftschiffhafen	alle							3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
An der Pirschheide	13			28			alle	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Haeckelstr	1			13			alle	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Havelwelle	alle							3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Kantstr	16	A		19			alle	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Kastanienallee	12			27			alle	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Knobelsdorffstr	1			3			alle	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Mertz-von-Quirnheim-Str	alle							3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Olympischer Weg	alle							3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Roseggerstr	2			24			G	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Zeppelinstr	58			62			alle	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Zeppelinstr	113			136			alle	3203	Potsdam West - An der Pirschheide	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Im Bogen	22			28			alle	3204	Potsdam West - Knobelsdorffstr.	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Knobelsdorffstr	5			47			U	3204	Potsdam West - Knobelsdorffstr.	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Knobelsdorffstr	6			6	D		G	3204	Potsdam West - Knobelsdorffstr.	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Stormstr	1			52			alle	3204	Potsdam West - Knobelsdorffstr.	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Zeppelinstr	67			83			U	3204	Potsdam West - Knobelsdorffstr.	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Zeppelinstr	68	A		68	G		G	3204	Potsdam West - Knobelsdorffstr.	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Zeppelinstr	70			82			G	3204	Potsdam West - Knobelsdorffstr.	Hannah-Arendt-Gymnasium Potsdam-West (5)	Haeckelstr. 72		ja
Am Wildpark	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
An der Pirschheide	40			42			alle	3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Elisenweg	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Forststr	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
GA Birnbaumenden	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
GA Im Bogen	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
GA Krähenbusch	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
GA Unverzagt Rosenweg	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
GA Werderscher Weg	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Gontardstr	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Im Bogen	1			18			alle	3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Im Wildpark	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Immenseestr	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Kuhforter Damm	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Schlüterstr	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Sonnenlandstr	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Stadtheide	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
Ungerstr	alle							3205	Potsdam West - Im Bogen/Am Wildpark	Montessori-Oberschule (22)	Schlüterstr. 2-4		ja
