Straße	HnrVon	AlphateilVon	ZusatzVon	HnrBis	AlphateilBis	ZusatzBis	alle/ger/ung	Wahlbezirk - Nr	Wahlbezirk - Name	WahlraumZeile1	WahlraumZeile2	WahlraumZeile3	Wahlraum barrierefrei
Ratsweg	2			10	A		G	7101	Stern - Musikerviertel	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Schubertstr	alle							7101	Stern - Musikerviertel	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Steinstr	39			53			U	7101	Stern - Musikerviertel	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Tschaikowskiweg	alle							7101	Stern - Musikerviertel	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Wagnerstr	alle							7101	Stern - Musikerviertel	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Bahnhofstr	101			115			alle	7102	Stern - Lilienthalstr.	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Gagarinstr	2			28			G	7102	Stern - Lilienthalstr.	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Hans-Grade-Ring	32			50			G	7102	Stern - Lilienthalstr.	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Lilienthalstr	alle							7102	Stern - Lilienthalstr.	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Pietschkerstr	42			44			G	7102	Stern - Lilienthalstr.	Pierre de Coubertin-Oberschule (39)	Gagarinstr. 5-7	nicht barrierefrei	nein
Am Mittelbusch	alle							7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Bebraer Str	6						alle	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Fichtenallee	alle							7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Fuldaer Str	alle							7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Im Schäferfeld	alle							7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Katharinastr	4			36			alle	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Neuendorfer Str	10						alle	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Neuendorfer Str	12						alle	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Neuendorfer Str	14						alle	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Neuendorfer Str	16			42			G	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Neuendorfer Str	35			41			U	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Pietschkerstr	2			40			alle	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Schäferweg	alle							7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Turmstr	17			47			alle	7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Unionssiedlung	alle							7103	Stern - Fichtenallee/Im Schäferfeld	Club 18	Pietschkerstr. 50		ja
Flotowstr	1			35			U	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Gluckstr	alle							7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Großbeerenstr	264			288			G	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Hubertusdamm	24	B		48			G	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Hubertusdamm	27			47			U	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
In der Aue	33			59			U	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
In der Aue	38			58			G	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Mendelssohn-Bartholdy-Str	5			47			U	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Patrizierweg	18			58			G	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Patrizierweg	21			39			U	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Ratsweg	5	B		9			U	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Ratsweg	12			16			G	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
Steinstr	59			85			U	7104	Stern - In der Aue/Gluckstr.	Neue Grundschule Potsdam	Flotowstr. 10	nicht barrierefrei	nein
An der Parforceheide	alle							7105	Stern - Parforceheide	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Flotowstr	6			8			G	7105	Stern - Parforceheide	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Hubertusdamm	49			79			U	7105	Stern - Parforceheide	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Kohlhasenbrücker Str	106						alle	7105	Stern - Parforceheide	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Patrizierweg	43			69			U	7105	Stern - Parforceheide	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Patrizierweg	62			92			G	7105	Stern - Parforceheide	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Steinstr	44	B		100	A		G	7105	Stern - Parforceheide	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Chopinstr	alle							7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Großbeerenstr	273			279			U	7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Grotrianstr	13			15			U	7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Johannes-Kepler-Platz	alle							7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Kellerstr	alle							7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Newtonstr	1			13			alle	7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Röhrenstr	alle							7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Schwarzschildstr	alle							7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Ziolkowskistr	6			8			alle	7106	Stern - Johannes-Kepler-Platz/Chopinstr.	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Galileistr	1			17			U	7107	Stern - Laplacering	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Laplacering	alle							7107	Stern - Laplacering	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Newtonstr	19			35			U	7107	Stern - Laplacering	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Galileistr	19			39			U	7108	Stern - Leibnizring	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Leibnizring	alle							7108	Stern - Leibnizring	Grundschule Am Pappelhain (36/45)	Galileistr. 6		ja
Galileistr	41			57			U	7109	Stern - Niels-Bohr-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Max-Born-Str	1			17			U	7109	Stern - Niels-Bohr-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Max-Born-Str	2			8			G	7109	Stern - Niels-Bohr-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Niels-Bohr-Ring	alle							7109	Stern - Niels-Bohr-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Galileistr	18						alle	7110	Stern - Otto-Hahn-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Galileistr	59			75			U	7110	Stern - Otto-Hahn-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Max-Born-Str	10			26			G	7110	Stern - Otto-Hahn-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Otto-Hahn-Ring	alle							7110	Stern - Otto-Hahn-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Otto-Haseloff-Str	28			30			G	7110	Stern - Otto-Hahn-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Waldhornweg	12			13			alle	7110	Stern - Otto-Hahn-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Ziolkowskistr	61						alle	7110	Stern - Otto-Hahn-Ring	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Eulenkamp	alle							7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Jagdhausstr	16			33			alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Otto-Haseloff-Str	15						alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Otto-Haseloff-Str	24			24	A		alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Otto-Haseloff-Str	25						alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Waldhornweg	16			25			alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Waldhornweg	38			49			alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Wildeberstr	1			24	A		alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Wildeberstr	43			55			alle	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Ziolkowskistr	14			74			G	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Ziolkowskistr	15			43			U	7111	Stern - Jagdhausstr./Eulenkamp	Kindergarten Sternchen	Ziolkowskistr. 47/49	nicht barrierefrei	nein
Galileistr	77			89			alle	7112	Stern - Gaußstr./Sternstr.	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Gaußstr	alle							7112	Stern - Gaußstr./Sternstr.	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Otto-Haseloff-Str	13			14			alle	7112	Stern - Gaußstr./Sternstr.	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Sternstr	30			38			alle	7112	Stern - Gaußstr./Sternstr.	Leibniz-Gymnasium (41)	Galileistr. 2		ja
Großbeerenstr	285			357	B		U	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Grotrianstr	2			32			G	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Jagdhausstr	3			12			alle	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Kohlhasenbrücker Str	1			15	C		alle	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Otto-Haseloff-Str	16			23	B		alle	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Steinstr	118			166			alle	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Waldhornweg	26			35	A		alle	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Wildeberstr	29			38	C		alle	7113	Stern - Kohlhasenbrücker Str.	DRK Behindertenwerkstätten Potsdam	Kohlhasenbrücker Str. 106		ja
Alt Drewitz	alle							7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Am Friedhof	alle							7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Am Hirtengraben	1			9	A		alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Am Silbergraben	alle							7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Bebraer Str	1			3			U	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Clara-Schumann-Str	23			25			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
GA Am Hirtengraben	alle							7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Gerlachstr	1			6			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
In den Neuen Höfen	alle							7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Kirchstr	2			68			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Neuendorfer Str	1			17	D		U	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Neuendorfer Str	4			8			G	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Neuendorfer Str	10	D					alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Neuendorfer Str	12	D					alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Neuendorfer Str	14	D					alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Neuendorfer Str	46			74			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Nuthedamm	2			30			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Sternstr	1			17			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Sternstr	63	B		82			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Trebbiner Str	alle							7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Turmstr	1			10			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Turmstr	54			72			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Zum Kirchsteigfeld	9			11			alle	7201	Drewitz - Alt Drewitz/Am Silbergraben	Schiller Grundschule im Sternfeld	Sternstr. 68	nicht barrierefrei	nein
Asta-Nielsen-Str	alle							7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Erich-Pommer-Str	alle							7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Gerlachstr	23			41			alle	7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Guido-Seeber-Weg	1			15			U	7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Hans-Albers-Str	alle							7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Konrad-Wolf-Allee	2			12			G	7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Sterncenter	alle							7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Sternstr	29	A					alle	7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Sternstr	41			51	B		U	7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Sternstr	42			52	A		G	7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Zum Kirchsteigfeld	2			4			G	7202	Drewitz - Sterncenter/Erich-Pommer-Str.	KATHARINENHOF WOHNPARK AM STERN	Haus Abendstern - Pflegewohnanlage	H.-Albers-Str. 3,	ja
Ernst-Lubitsch-Weg	alle							7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Friedrich-W-Murnau-Str	alle							7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Fritz-Lang-Str	1			13			U	7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Fritz-Lang-Str	2			8			G	7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Hertha-Thiele-Weg	2			12			G	7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Konrad-Wolf-Allee	13			21			U	7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Paul-Wegener-Str	alle							7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Wolfgang-Staudte-Str	2			12			G	7203	Drewitz - Paul-Wegener-Str./Priesterweg	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Conrad-Veidt-Str	alle							7204	Drewitz - Conrad-Veidt-Str.	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Fritz-Lang-Str	10			22			G	7204	Drewitz - Conrad-Veidt-Str.	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Günther-Simon-Str	alle							7204	Drewitz - Conrad-Veidt-Str.	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Priesterweg	alle							7204	Drewitz - Conrad-Veidt-Str.	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Willi-Schiller-Weg	alle							7204	Drewitz - Conrad-Veidt-Str.	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Wolfgang-Staudte-Str	1			23			U	7204	Drewitz - Conrad-Veidt-Str.	Schiller Gymnasium	Fritz-Lang-Str. 15	nicht barrierefrei	nein
Eduard-von-Winterstein-Str	1			13			U	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Guido-Seeber-Weg	2			16			G	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Hertha-Thiele-Weg	1			11			U	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Konrad-Wolf-Allee	14			24			G	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Konrad-Wolf-Allee	23			45			U	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Sternstr	29						alle	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Willy-A-Kleinau-Weg	2			30			G	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Wolfgang-Staudte-Str	14			24			G	7205	Drewitz - Willy-A.-Kleinau-Weg	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Eduard-von-Winterstein-Str	2			24			G	7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Gerlachstr	10						alle	7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Konrad-Wolf-Allee	26			50			G	7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Konrad-Wolf-Allee	47			61			U	7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Oskar-Meßter-Str	alle							7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Robert-Baberske-Str	alle							7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Slatan-Dudow-Str	alle							7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Sternstr	21			28			alle	7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Sternstr	53	A		62			alle	7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Willy-A-Kleinau-Weg	3			5			U	7206	Drewitz - Gerlachstr/E-v-Winterstein-Str	Stadtteilschule Drewitz	Oskar-Meßter-Str. 4-6		ja
Am Hirtengraben	11			19			U	7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Bettina-von-Arnim-Str	alle							7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Dorothea-Schneider-Str	8			12			G	7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Eleonore-Prochaska-Str	alle							7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Johanna-Just-Str	alle							7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Karoline-Schulze-Str	alle							7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Maxie-Wander-Str	2			4			G	7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
M.-Buber-Neumann-Str	alle							7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Nelly-Sachs-Str	2			16			G	7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Nelly-Sachs-Str	7			17			U	7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Ricarda-Huch-Str	2			16			G	7301	Kirchsteigfeld - Eleonore-Prochaska-Str.	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Am Hirtengraben	21			37			U	7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Bellavitestr	alle							7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Büringstr	alle							7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Dorothea-Schneider-Str	1			9			U	7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Dorothea-Schneider-Str	2			6			G	7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Maimi-von-Mirbach-Str	alle							7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Maxie-Wander-Str	1			9			U	7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
Maxie-Wander-Str	6			16			G	7302	Kirchsteigfeld - Priesterweg	Friedr.-W.-v.-Steuben-Gesamtschule (46)	Ricarda-Huch-Str. 23-27		ja
